 # Data format: "%int(Month)/%int(Day)/%int(Year),%int(Hours):%int(Minutes):%float(Seconds),%float(QX),%float(QY),%float(QZ),%float(QW),%float(OrientPitch),%float(OrientYaw),%float(OrientRoll),%float(VX),%float(VY),%float(VZ),%float(A)"
3/20/2026 11:52:53.024,0.0024268,0.0003395,0.0037707,0.9999900,0.0048511,0.0006974,0.0075432,0.5396540,0.0755010,0.8384946,0.0089237
3/20/2026 11:52:53.035,0.0024987,0.0002726,0.0034910,0.9999908,0.0049956,0.0005627,0.0069834,0.5808701,0.0633719,0.8115258,0.0085693
3/20/2026 11:52:53.055,0.0026832,0.0002038,0.0033090,0.9999910,0.0053650,0.0004254,0.0066191,0.6291171,0.0477878,0.7758401,0.0084854
3/20/2026 11:52:53.075,0.0029134,0.0001739,0.0032516,0.9999905,0.0058256,0.0003668,0.0065043,0.6667805,0.0398030,0.7441905,0.0087346
3/20/2026 11:52:53.095,0.0029376,0.0001837,0.0031817,0.9999908,0.0058740,0.0003861,0.0063646,0.6777495,0.0423779,0.7340707,0.0085971
3/20/2026 11:52:53.115,0.0030676,0.0002323,0.0031998,0.9999902,0.0061337,0.0004843,0.0064011,0.6910933,0.0523444,0.7208676,0.0088432
3/20/2026 11:52:53.135,0.0032771,0.0002546,0.0032434,0.9999894,0.0065525,0.0005305,0.0064887,0.7096652,0.0551390,0.7023781,0.0091870
3/20/2026 11:52:53.155,0.0033535,0.0001682,0.0032612,0.9999890,0.0067058,0.0003582,0.0065236,0.7164435,0.0359289,0.6967193,0.0093669
3/20/2026 11:52:53.175,0.0032243,0.0000865,0.0031917,0.9999898,0.0064481,0.0001937,0.0063840,0.7105694,0.0190706,0.7033687,0.0090299
3/20/2026 11:52:53.195,0.0032015,0.0001150,0.0032487,0.9999897,0.0064023,0.0002508,0.0064983,0.7016923,0.0252086,0.7120340,0.0090826
3/20/2026 11:52:53.215,0.0032913,0.0002343,0.0033788,0.9999890,0.0065811,0.0004908,0.0067593,0.6969167,0.0496032,0.7154346,0.0093923
3/20/2026 11:52:53.235,0.0032439,0.0002607,0.0034442,0.9999889,0.0064860,0.0005437,0.0068903,0.6845827,0.0550123,0.7268565,0.0094429
3/20/2026 11:52:53.255,0.0031640,0.0002259,0.0034804,0.9999889,0.0063265,0.0004738,0.0069623,0.6719045,0.0479649,0.7390831,0.0094176
3/20/2026 11:52:53.275,0.0031556,0.0002166,0.0035292,0.9999889,0.0063096,0.0004555,0.0070599,0.6658463,0.0457069,0.7446875,0.0094429
3/20/2026 11:52:53.295,0.0032152,0.0002824,0.0036181,0.9999883,0.0064284,0.0005880,0.0072382,0.6631326,0.0582344,0.7462332,0.0096921
3/20/2026 11:52:53.315,0.0032348,0.0003569,0.0037037,0.9999880,0.0064670,0.0007377,0.0074098,0.6560997,0.0723858,0.7511946,0.0098143
3/20/2026 11:52:53.335,0.0030467,0.0003580,0.0037174,0.9999884,0.0060908,0.0007387,0.0074371,0.6321382,0.0742781,0.7712873,0.0096180
3/20/2026 11:52:53.355,0.0029012,0.0003445,0.0037530,0.9999887,0.0057997,0.0007108,0.0075082,0.6099870,0.0724400,0.7890934,0.0095184
3/20/2026 11:52:53.375,0.0028032,0.0002918,0.0037778,0.9999890,0.0056042,0.0006048,0.0075573,0.5947517,0.0619096,0.8015221,0.0093923
3/20/2026 11:52:53.395,0.0026620,0.0002578,0.0036789,0.9999898,0.0053221,0.0005353,0.0073592,0.5852752,0.0566914,0.8088504,0.0090299
3/20/2026 11:52:53.415,0.0025501,0.0002796,0.0035405,0.9999905,0.0050981,0.0005773,0.0070825,0.5832486,0.0639525,0.8097723,0.0087346
3/20/2026 11:52:53.435,0.0025750,0.0003176,0.0034356,0.9999908,0.0051479,0.0006529,0.0068728,0.5981233,0.0737666,0.7980019,0.0085971
3/20/2026 11:52:53.455,0.0026545,0.0003385,0.0033370,0.9999909,0.0053068,0.0006948,0.0066758,0.6205893,0.0791464,0.7801313,0.0085135
3/20/2026 11:52:53.475,0.0026360,0.0002433,0.0031759,0.9999916,0.0052705,0.0005034,0.0063532,0.6375614,0.0588531,0.7681483,0.0081996
3/20/2026 11:52:53.495,0.0027369,0.0002435,0.0031851,0.9999912,0.0054723,0.0005044,0.0063717,0.6506323,0.0578837,0.7571837,0.0083723
3/20/2026 11:52:53.515,0.0028870,0.0003132,0.0032788,0.9999905,0.0057719,0.0006454,0.0065595,0.6591481,0.0715181,0.7486047,0.0087073
3/20/2026 11:52:53.535,0.0028239,0.0003392,0.0033659,0.9999904,0.0056454,0.0006975,0.0067338,0.6408178,0.0769833,0.7638234,0.0087619
3/20/2026 11:52:53.555,0.0027361,0.0003437,0.0034209,0.9999905,0.0054699,0.0007061,0.0068437,0.6227037,0.0782147,0.7785388,0.0087346
3/20/2026 11:52:53.575,0.0028160,0.0003562,0.0030169,0.9999915,0.0056299,0.0007294,0.0060359,0.6798208,0.0859963,0.7283188,0.0082576
3/20/2026 11:52:53.595,0.0028893,0.0003106,0.0030523,0.9999911,0.0057766,0.0006388,0.0061065,0.6855763,0.0736996,0.7242607,0.0084573
3/20/2026 11:52:53.615,0.0028940,0.0003427,0.0030680,0.9999911,0.0057859,0.0007031,0.0061381,0.6839212,0.0809791,0.7250477,0.0084290
3/20/2026 11:52:53.635,0.0029386,0.0003914,0.0030507,0.9999911,0.0058747,0.0008008,0.0061037,0.6908067,0.0920148,0.7171606,0.0084573
3/20/2026 11:52:53.655,0.0030786,0.0003756,0.0029218,0.9999910,0.0061549,0.0007691,0.0058460,0.7225144,0.0881386,0.6857146,0.0084854
3/20/2026 11:52:53.675,0.0031279,0.0003047,0.0027641,0.9999913,0.0062540,0.0006267,0.0055302,0.7473482,0.0727990,0.6604323,0.0083438
3/20/2026 11:52:53.695,0.0031762,0.0002530,0.0027583,0.9999912,0.0063510,0.0005235,0.0055183,0.7536652,0.0600303,0.6545113,0.0084007
3/20/2026 11:52:53.715,0.0032176,0.0002629,0.0028418,0.9999908,0.0064337,0.0005440,0.0056854,0.7481159,0.0611156,0.6607478,0.0085693
3/20/2026 11:52:53.735,0.0031756,0.0002840,0.0028667,0.9999909,0.0063496,0.0005863,0.0057353,0.7406586,0.0662433,0.6686080,0.0085414
3/20/2026 11:52:53.755,0.0031966,0.0002992,0.0029049,0.9999907,0.0063915,0.0006170,0.0058117,0.7383049,0.0691033,0.6709179,0.0086248
3/20/2026 11:52:53.775,0.0032281,0.0003229,0.0030375,0.9999902,0.0064542,0.0006654,0.0060772,0.7263528,0.0726534,0.6834714,0.0088701
3/20/2026 11:52:53.795,0.0033107,0.0003369,0.0031795,0.9999894,0.0066191,0.0006948,0.0063614,0.7193096,0.0731954,0.6908228,0.0091870
3/20/2026 11:52:53.815,0.0033150,0.0003673,0.0032657,0.9999892,0.0066276,0.0007562,0.0065339,0.7101763,0.0786773,0.6996138,0.0093158
3/20/2026 11:52:53.835,0.0032664,0.0004000,0.0032988,0.9999892,0.0065301,0.0008216,0.0066003,0.7010103,0.0858549,0.7079644,0.0093158
3/20/2026 11:52:53.855,0.0033078,0.0004053,0.0033035,0.9999891,0.0066128,0.0008325,0.0066098,0.7049161,0.0863751,0.7040118,0.0093414
3/20/2026 11:52:53.875,0.0034953,0.0003969,0.0032780,0.9999884,0.0069881,0.0008167,0.0065589,0.7269332,0.0825366,0.6817300,0.0096180
3/20/2026 11:52:53.895,0.0035712,0.0008136,0.0032056,0.9999883,0.0071371,0.0016502,0.0064172,0.7336954,0.1671589,0.6585961,0.0096921
3/20/2026 11:52:53.915,0.0035785,0.0007605,0.0030790,0.9999886,0.0071523,0.0015430,0.0061635,0.7483872,0.1590366,0.6439130,0.0095683
3/20/2026 11:52:53.935,0.0035983,0.0007602,0.0029048,0.9999892,0.0071922,0.0015413,0.0058153,0.7677950,0.1622091,0.6198218,0.0093158
3/20/2026 11:52:53.955,0.0035715,0.0007862,0.0027832,0.9999895,0.0071386,0.0015923,0.0055721,0.7771492,0.1710719,0.6056182,0.0091610
3/20/2026 11:52:53.975,0.0033585,0.0007861,0.0027993,0.9999902,0.0067126,0.0015911,0.0056040,0.7560313,0.1769692,0.6301575,0.0088701
3/20/2026 11:52:53.995,0.0030994,0.0007676,0.0029578,0.9999906,0.0061943,0.0015535,0.0059205,0.7120982,0.1763574,0.6795691,0.0086524
3/20/2026 11:52:54.015,0.0029124,0.0008155,0.0031040,0.9999907,0.0058197,0.0016490,0.0062128,0.6720225,0.1881677,0.7162253,0.0086248
3/20/2026 11:52:54.035,0.0028148,0.0009163,0.0032523,0.9999904,0.0056236,0.0018509,0.0065098,0.6400572,0.2083541,0.7395373,0.0087619
3/20/2026 11:52:54.055,0.0027729,0.0009788,0.0034187,0.9999898,0.0055391,0.0019766,0.0068428,0.6149200,0.2170690,0.7581257,0.0090299
3/20/2026 11:52:54.075,0.0028257,0.0010381,0.0035048,0.9999894,0.0056440,0.0020960,0.0070155,0.6115992,0.2246882,0.7585919,0.0092129
3/20/2026 11:52:54.095,0.0028763,0.0010236,0.0034448,0.9999895,0.0057455,0.0020670,0.0068955,0.6248757,0.2223758,0.7483845,0.0091610
3/20/2026 11:52:54.115,0.0028664,0.0009450,0.0032086,0.9999903,0.0057268,0.0019083,0.0064227,0.6507133,0.2145190,0.7283913,0.0087891
3/20/2026 11:52:54.135,0.0028556,0.0008615,0.0029178,0.9999913,0.0057062,0.0017397,0.0058406,0.6843802,0.2064695,0.6992811,0.0083438
3/20/2026 11:52:54.155,0.0029361,0.0008613,0.0027146,0.9999917,0.0058675,0.0017385,0.0054344,0.7177935,0.2105542,0.6636561,0.0081705
3/20/2026 11:52:54.175,0.0029764,0.0008635,0.0026534,0.9999918,0.0059481,0.0017429,0.0053121,0.7295272,0.2116576,0.6503776,0.0081119
3/20/2026 11:52:54.195,0.0029535,0.0008977,0.0027238,0.9999916,0.0059021,0.0018115,0.0054531,0.7174198,0.2180502,0.6616367,0.0081996
3/20/2026 11:52:54.215,0.0029507,0.0009165,0.0028982,0.9999911,0.0058960,0.0018502,0.0058018,0.6965288,0.2163528,0.6841339,0.0084290
3/20/2026 11:52:54.235,0.0028957,0.0009100,0.0030539,0.9999908,0.0057858,0.0018377,0.0061132,0.6725119,0.2113407,0.7092693,0.0085693
3/20/2026 11:52:54.255,0.0027743,0.0008974,0.0031993,0.9999906,0.0055428,0.0018125,0.0064037,0.6409034,0.2073064,0.7390987,0.0086524
3/20/2026 11:52:54.275,0.0025775,0.0009130,0.0033292,0.9999908,0.0051489,0.0018432,0.0066632,0.5982775,0.2119291,0.7727548,0.0085693
3/20/2026 11:52:54.295,0.0023405,0.0009428,0.0034209,0.9999910,0.0046744,0.0019017,0.0068462,0.5505953,0.2217996,0.8047670,0.0084854
3/20/2026 11:52:54.315,0.0020737,0.0009072,0.0035026,0.9999914,0.0041410,0.0018289,0.0070090,0.4972540,0.2175334,0.8398914,0.0082864
